NUM_ATIVIDADE|NUM_SEQ_RECURSO|NUM_PLACA|NUM_PREFIXO
2020-029453550-001 |1 |QOG0523 |26273
2020-029453654-001 |1 |QMV1282 |27912
2020-029453758-001 |1 |QPO0406 |27689
2020-029453810-001 |1 |QOY8340 |26664
2020-029453864-001 |1 |QMV1074 |27850
2020-029453927-001 |1 |OPQ8217 |20560
2020-029453927-001 |2 |OPQ8213 |20556
2020-029454016-001 |1 |QOY8340 |26664
2020-029454098-001 |1 |QPO0432 |27721
2020-029454399-001 |1 |QPO0400 |27714
2020-029454583-001 |1 |QMV1282 |27912
2020-029454843-001 |1 |QMV1513 |28597
2020-029454884-001 |1 |QMV1074 |27850
2020-029454906-001 |1 |QMV0619 |26289
2020-029454906-001 |2 |QMV4026 |26335
2020-029454906-001 |3 |QMV4002 |26336
2020-029454919-001 |1 |QMV2217 |29410
2020-029454975-001 |1 |QMV0619 |26289
2020-029454975-001 |2 |QMV4002 |26336
2020-029454975-001 |3 |QMV4026 |26335
2020-029455337-001 |1 |QOY8375 |26584
2020-029455337-001 |2 |QMV4026 |26335
2020-029455337-001 |3 |QMV4002 |26336
2020-029455430-001 |1 |QUS0894 |28919
2020-029455456-001 |1 |QMV4089 |26506
2020-029455456-001 |2 |QMV4104 |26500
2020-029455562-001 |1 |QMV1074 |27850
2020-029455588-001 |1 |QPS8100 |27799
2020-029455666-001 |1 |QPF8753 |27017
2020-029455757-001 |1 |PAF3614 |
2020-029456134-001 |1 |QMV1074 |27850
2020-029456150-001 |1 |QMV0013 |25744
2020-029456422-001 |1 |QUT6890 |28887
2020-029456582-001 |1 |QMV1074 |27850
2020-029456658-001 |1 |QUV9110 |29097
2020-029456699-001 |1 |QMV1074 |27850
2020-029456855-001 |1 |QPF8554 |27097
2020-029456905-001 |1 |OPQ9067 |20315
2020-029457141-001 |1 |QUV9110 |29097
2020-029457364-001 |1 |OQM9564 |21681
2020-029457483-001 |1 |QMV1722 |28465
2020-029457505-001 |1 |PUE7953 |23070
2020-029457953-001 |1 |QPO1831 |27725
2020-029458027-001 |1 |QPO1831 |27725
2020-029458030-001 |1 |QMV1074 |27850
2020-029458133-001 |1 |QUS2209 |28879
2020-029458133-001 |2 |QMV4114 |26498
2020-029458190-001 |1 |QUZ5003 |29361
2020-029458224-001 |1 |ORC9708 |22432
2020-029458280-001 |1 |OQM9103 |21227
2020-029458447-001 |1 |OQM9574 |21540
2020-029458594-001 |1 |QMV1087 |27952
2020-029458920-001 |1 |PUE9717 |25421
2020-029459181-001 |1 |QOY7821 |26730
2020-029459285-001 |1 |PUE7202 |22805
2020-029459400-001 |1 |QOY7821 |26730
2020-029459677-001 |1 |QOY7821 |26730
2020-029459924-001 |1 |HMH9550 |19454
2020-029460000-001 |1 |PUE9006 |25389
2020-029460013-001 |1 |QUH2164 |28775
2020-029460013-001 |2 |PUE9582 |25211
2020-029460223-001 |1 |QMV0685 |26788
2020-029460280-001 |1 |QPB0770 |26833
2020-029460342-001 |1 |QUV9128 |29102
2020-029460433-001 |1 |QPF8956 |27044
2020-029460697-001 |1 |QMV1470 |28236
2020-029460788-001 |1 |QMV1577 |28588
2020-029460788-001 |2 |QMV0334 |25927
2020-029460866-001 |1 |QPO1831 |27725
2020-029460957-001 |1 |QPF9771 |27380
2020-029461061-001 |1 |QMV0733 |26906
2020-029461453-001 |1 |OQM9444 |21841
2020-029461572-001 |1 |QUY0499 |29424
2020-029461598-001 |1 |PVP9395 |22938
2020-029461817-001 |1 |PUE9595 |25272
2020-029461817-001 |2 |PUE9603 |25253
2020-029461873-001 |1 |QOY8401 |26760
2020-029462000-001 |1 |ORC8107 |22293
2020-029462012-001 |1 |QUS2221 |28882
2020-029462094-001 |1 |QOY8401 |26760
2020-029462210-001 |1 |QPO0426 |27659
2020-029462222-001 |1 |QOY8401 |26760
2020-029462289-001 |1 |QPT4928 |27812
2020-029462300-001 |1 |PYN6550 |24691
2020-029462300-001 |2 |PYJ4845 |24692
2020-029462300-001 |3 |HMH9554 |19449
2020-029462300-001 |4 |OXJ9937 |22605
2020-029462395-001 |1 |ORC9801 |22667
2020-029462420-001 |1 |QMV1241 |27967
2020-029462445-001 |1 |PUE9603 |25253
2020-029462445-001 |2 |PUE9595 |25272
2020-029462508-001 |1 |QPX9541 |28641
2020-029462508-001 |2 |QMV4104 |26500
2020-029462508-001 |3 |QMV4089 |26506
2020-029462627-001 |1 |PUE7184 |22786
2020-029462630-001 |1 |QMV4062 |26401
2020-029462630-001 |2 |OPQ8211 |20554
2020-029462630-001 |3 |QMV0675 |26451
2020-029462718-001 |1 |PUE9153 |25510
2020-029462761-001 |1 |QOY8299 |26639
2020-029462824-001 |1 |QUZ2232 |29296
2020-029462915-001 |1 |PUE7184 |22786
2020-029462997-001 |1 |QMV1901 |28575
2020-029463020-001 |1 |QUS2202 |28877
2020-029463060-001 |1 |QOY8299 |26639
2020-029463305-001 |1 |PUE8820 |24684
2020-029463361-001 |1 |QMV1910 |28584
2020-029463480-001 |1 |QOY7864 |26626
2020-029463493-001 |1 |QOY7823 |26742
2020-029463650-001 |1 |QOY8299 |26639
2020-029463662-001 |1 |QPJ1117 |27582
2020-029463844-001 |1 |OQM9683 |21653
2020-029463950-001 |1 |QPB0890 |26872
2020-029464009-001 |1 |QPB0683 |26792
2020-029464219-001 |1 |OPQ8873 |20299
2020-029464403-001 |1 |PUE9008 |25334
2020-029464429-001 |1 |QMV1377 |28075
2020-029464485-001 |1 |QMV0513 |26268
2020-029464510-001 |1 |QMV1904 |28578
2020-029465270-001 |1 |QPR0017 |27745
2020-029465501-001 |1 |QPB0719 |26815
2020-029465583-001 |1 |QPH8917 |27506
2020-029465950-001 |1 |QPB0719 |26815
2020-029466402-001 |1 |QMV2057 |28634
2020-029466550-001 |1 |QMV4017 |26363
2020-029466550-001 |2 |PUE9875 |26365
2020-029466575-001 |1 |QMV4017 |26363
2020-029466575-001 |2 |PUE9875 |26365
2020-029466640-001 |1 |QMV4017 |26363
2020-029466640-001 |2 |QMV4022 |26367
2020-029466694-001 |1 |QMV4017 |26363
2020-029466694-001 |2 |PUE9875 |26365
2020-029466716-001 |1 |OPQ9425 |20575
2020-029466744-001 |1 |PUE9603 |25253
2020-029466744-001 |2 |QMV4277 |29526
2020-029466760-001 |1 |QMV4017 |26363
2020-029466760-001 |2 |PUE9875 |26365
2020-029466785-001 |1 |QMV4017 |26363
2020-029466785-001 |2 |QMV4022 |26367
2020-029466848-001 |1 |QMV4017 |26363
2020-029466848-001 |2 |QMV4022 |26367
2020-029466850-001 |1 |QMV4292 |29542
2020-029466850-001 |2 |QMV4290 |29540
2020-029466954-001 |1 |QPH8937 |27515
2020-029467028-001 |1 |QMV1728 |28471
2020-029467827-001 |1 |QUT9349 |28939
2020-029468258-001 |1 |QPF8952 |27052
2020-029468299-001 |1 |PUE8995 |25289
2020-029468299-001 |2 |QOY7732 |26718
2020-029468299-001 |3 |PUE8310 |23219
2020-029468299-001 |4 |QMV0942 |27618
2020-029468380-001 |1 |QPO0440 |27712
2020-029468797-001 |1 |QMV2199 |29406
2020-029468834-001 |1 |QNR6313 |29601
2020-029468862-001 |1 |QUV9122 |29092
2020-029468966-001 |1 |QPH8943 |27518
2020-029469161-001 |1 |QMV1461 |28228
2020-029469161-001 |2 |OXJ9944 |22603
2020-029469161-001 |3 |QMV1865 |28539
2020-029469594-001 |1 |QPX9747 |28734
2020-029470021-001 |1 |QMV1939 |28501
2020-029471041-001 |1 |QPS8100 |27799
2020-029471249-001 |1 |QUQ9182 |28803
2020-029471433-001 |1 |QMV1627 |28356
2020-029471487-001 |1 |PUE8986 |25285
2020-029471487-001 |2 |PUE9663 |25294
2020-029471487-001 |3 |PUE9669 |25295
2020-029471929-001 |1 |QPO0380 |27693
2020-029471944-001 |1 |OQM9262 |21007
2020-029472400-001 |1 |QUQ9262 |28822
2020-029472481-001 |1 |QPI2053 |27544
2020-029472741-001 |1 |QUZ2334 |29298
2020-029472754-001 |1 |QPI2053 |27544
2020-029472873-001 |1 |QUQ9262 |28822
2020-029472980-001 |1 |QUT9488 |28994
2020-029473040-001 |1 |QUU5578 |29244
2020-029473210-001 |1 |QPH8869 |27490
2020-029473291-001 |1 |HMH9586 |19591
2020-029473313-001 |1 |QOG0523 |26273
2020-029473354-001 |1 |QPO0394 |27675
2020-029473837-001 |1 |QMV1529 |28278
2020-029473840-001 |1 |QOG0523 |26273
2020-029473880-001 |1 |QUT7047 |28895
2020-029474387-001 |1 |QMV4145 |26529
2020-029474387-001 |2 |QMV4143 |26530
2020-029474424-001 |1 |QMV1858 |28532
2020-029474619-001 |1 |QMV4145 |26529
2020-029474619-001 |2 |QMV4143 |26530
2020-029474857-001 |1 |PUE9155 |25509
2020-029474885-001 |1 |PUE9034 |25343
2020-029475219-001 |1 |PUE9611 |25249
2020-029475219-001 |2 |PUE9614 |25269
2020-029475381-001 |1 |PUE7202 |22805
2020-029475416-001 |1 |QMV1268 |27898
2020-029476044-001 |1 |QUV7693 |29180
2020-029476044-001 |2 |PUE9249 |25676
2020-029476386-001 |1 |QMV1470 |28236
2020-029476501-001 |1 |QPF9735 |27105
2020-029476527-001 |1 |QPF8959 |27065
2020-029476618-001 |1 |QPP9473 |27743
2020-029476711-001 |1 |HMH8487 |17643
2020-029477127-001 |1 |PUE8998 |25292
2020-029477155-001 |1 |OQM9667 |22009
2020-029477218-001 |1 |QUY2347 |29450
2020-029477562-001 |1 |QUY2347 |29450
2020-029477653-001 |1 |QMV0058 |25778
2020-029477679-001 |1 |QPO0378 |27705
2020-029477681-001 |1 |QMV4200 |27183
2020-029477716-001 |1 |OPQ9425 |20575
2020-029477807-001 |1 |OPQ9159 |20331
2020-029477926-001 |1 |QUY2347 |29450
2020-029478162-001 |1 |QPB0856 |26855
2020-029478435-001 |1 |QMV1690 |28343
2020-029478541-001 |1 |QMV0362 |25910
2020-029478554-001 |1 |QOY8299 |26639
2020-029478567-001 |1 |OQM9567 |21784
2020-029478708-001 |1 |QPF9785 |27389
2020-029478792-001 |1 |OPQ8861 |20164
2020-029478961-001 |1 |PUE9709 |25419
2020-029478961-001 |2 |PUE9619 |25484
2020-029479170-001 |1 |HDN6849 |19313
2020-029479392-001 |1 |QMV1374 |28083
2020-029479559-001 |1 |QMV1374 |28083
2020-029479640-001 |1 |QMV1431 |28198
2020-029479834-001 |1 |QMV0023 |25682
2020-029479850-001 |1 |QPZ6305 |28599
2020-029479862-001 |1 |QMV1374 |28083
2020-029479875-001 |1 |QPF8459 |27072
2020-029480447-001 |1 |QMV0654 |26388
2020-029480710-001 |1 |QMV0654 |26388
2020-029480763-001 |1 |ORC8796 |22120
2020-029480791-001 |1 |QPB0683 |26792
2020-029480882-001 |1 |QUT9542 |28984
2020-029481019-001 |1 |OPQ9152 |20316
2020-029481019-001 |2 |QPR4841 |27776
2020-029481019-001 |3 |QPM8029 |27656
2020-029481019-001 |4 |QPU1341 |27839
2020-029481019-001 |5 |QPU1319 |27842
2020-029481021-001 |1 |QMV0654 |26388
2020-029481181-001 |1 |QMV0654 |26388
2020-029481244-001 |1 |QPX9747 |28734
2020-029481400-001 |1 |OQM9095 |21259
2020-029481677-001 |1 |QOY7995 |26736
2020-029481770-001 |1 |OPQ8873 |20299
2020-029481833-001 |1 |OPQ8790 |20271
2020-029482208-001 |1 |QOY7995 |26736
2020-029482249-001 |1 |QOY7869 |26625
2020-029482355-001 |1 |PUE8991 |25286
2020-029482459-001 |1 |PUE9223 |25642
2020-029482487-001 |1 |QMV0613 |26302
2020-029482487-001 |2 |QPB0697 |26800
2020-029482509-001 |1 |QPJ1107 |27599
2020-029482643-001 |1 |ORC8551 |22334
2020-029482903-001 |1 |QMV1896 |28570
2020-029483109-001 |1 |QMV2132 |29018
2020-029483193-001 |1 |QPJ1114 |27596
2020-029483375-001 |1 |QPF9785 |27389
2020-029483412-001 |1 |QMV1901 |28575
2020-029483453-001 |1 |QMV1870 |28544
2020-029483529-001 |1 |PUE9066 |25447
2020-029483804-001 |1 |PUE9743 |25482
2020-029483804-001 |2 |QMV2074 |28777
2020-029483804-001 |3 |QMV4307 |29557
2020-029484248-001 |1 |QPK2420 |27468
2020-029484250-001 |1 |QPB0699 |26801
2020-029484404-001 |1 |PUE9074 |25439
2020-029484404-001 |2 |PUE9756 |25457
2020-029484499-001 |1 |QMV0054 |25750
2020-029484630-001 |1 |OQM9851 |21852
2020-029485230-001 |1 |QPX9747 |28734
2020-029485255-001 |1 |QMV0027 |25741
2020-029485318-001 |1 |QMV1513 |28597
2020-029485346-001 |1 |PUE9008 |25334
2020-029485530-001 |1 |QMV0027 |25741
2020-029486065-001 |1 |QPO0440 |27712
2020-029486234-001 |1 |QUV9122 |29092
2020-029486600-001 |1 |OQM9683 |21653
2020-029486667-001 |1 |QPX9615 |28656
2020-029486758-001 |1 |QPJ1102 |27422
2020-029486808-001 |1 |HMH8487 |17643
2020-029486983-001 |1 |QPX9615 |28656
2020-029487029-001 |1 |QPJ1095 |27419
2020-029487107-001 |1 |QMV1531 |28268
2020-029487200-001 |1 |QMV1311 |28150
2020-029487360-001 |1 |QMV1311 |28150
2020-029487408-001 |1 |QPX9615 |28656
2020-029487423-001 |1 |QPI4302 |27546
2020-029487542-001 |1 |QUZ2196 |29273
2020-029487661-001 |1 |QMV4308 |29558
2020-029487661-001 |2 |PUE9755 |25462
2020-029487661-001 |3 |QMV2075 |28778
2020-029487897-001 |1 |QMV1751 |28409
2020-029487947-001 |1 |QMV2216 |29384
2020-029487947-001 |2 |QOY8147 |26698
2020-029487947-001 |3 |QPB0859 |26856
2020-029487962-001 |1 |QPX9615 |28656
2020-029488261-001 |1 |QPX9615 |28656
2020-029488290-001 |1 |QMV1440 |28207
2020-029488378-001 |1 |QMV1440 |28207
2020-029488456-001 |1 |QMV1492 |28183
2020-029488600-001 |1 |QMV1215 |28007
2020-029488612-001 |1 |QUV9231 |29050
2020-029488666-001 |1 |QMV1440 |28207
2020-029488772-001 |1 |QMW6665 |25589
2020-029489119-001 |1 |PUE8992 |25283
2020-029489188-001 |1 |QMV1404 |28086
2020-029489450-001 |1 |QMV0119 |25788
2020-029489570-001 |1 |QMV1856 |28530
2020-029489658-001 |1 |QUZ2206 |29282
2020-029489814-001 |1 |QPF9725 |27113
2020-029489868-001 |1 |QMV1278 |27908
2020-029489905-001 |1 |QPK2434 |27475
2020-029490063-001 |1 |NXX1541 |19915
2020-029490182-001 |1 |QUT9347 |28938
2020-029490204-001 |1 |QMV1461 |28228
2020-029490204-001 |2 |OXJ9944 |22603
2020-029490587-001 |1 |QMV4102 |26467
2020-029490587-001 |2 |QMV4103 |26470
2020-029490587-001 |3 |QMV0662 |26458
2020-029490769-001 |1 |QUV7703 |29157
2020-029491146-001 |1 |QPB0920 |26884
2020-029491384-001 |1 |QPX9667 |28673
2020-029491490-001 |1 |PUE9681 |25366
2020-029491490-001 |2 |PUE9602 |25364
2020-029491566-001 |1 |PUE9681 |25366
2020-029491566-001 |2 |PUE9602 |25364
2020-029491763-001 |1 |QPF9785 |27389
2020-029491973-001 |1 |QUS2202 |28877
2020-029492021-001 |1 |QMV2199 |29406
2020-029492050-001 |1 |PUE9039 |25438
2020-029492203-001 |1 |PUE9634 |25367
2020-029492203-001 |2 |PUE9666 |25369
2020-029492231-001 |1 |QPP9475 |27766
2020-029492244-001 |1 |QMV2199 |29406
2020-029492350-001 |1 |QPS8100 |27799
2020-029492441-001 |1 |QOG0523 |26273
2020-029492504-001 |1 |OQM8371 |20862
2020-029492730-001 |1 |ORC8373 |22196
2020-029492742-001 |1 |QUS2202 |28877
2020-029492833-001 |1 |PVP9395 |22938
2020-029493132-001 |1 |QUV7718 |29200
2020-029493280-001 |1 |QPJ1156 |27600
2020-029493734-001 |1 |QPK2420 |27468
2020-029493972-001 |1 |PUE9644 |25373
2020-029493972-001 |2 |QMV4319 |29522
2020-029494059-001 |1 |OPQ8126 |20497
2020-029494059-001 |2 |OPQ8123 |20496
2020-029494059-001 |3 |QMV0635 |26282
2020-029494228-001 |1 |QOY8401 |26760
2020-029494321-001 |1 |QPT4950 |27817
2020-029494334-001 |1 |QOY8401 |26760
2020-029494479-001 |1 |QOY8401 |26760
2020-029494557-001 |1 |QMV0788 |27318
2020-029494585-001 |1 |QMV1547 |28324
2020-029494607-001 |1 |QMV0569 |26312
2020-029494610-001 |1 |QOY8401 |26760
2020-029494648-001 |1 |OQM9330 |21438
2020-029494676-001 |1 |ORC8361 |22059
2020-029494770-001 |1 |QOY8401 |26760
2020-029494795-001 |1 |QMV2132 |29018
2020-029495066-001 |1 |QUR4327 |28866
2020-029495094-001 |1 |QUS2230 |28884
2020-029495157-001 |1 |QMV2186 |29398
2020-029495250-001 |1 |PUE9156 |25507
2020-029495432-001 |1 |QOY7806 |26723
2020-029495837-001 |1 |QPO0409 |27667
2020-029495956-001 |1 |QPO0409 |27667
2020-029495997-001 |1 |QOY7995 |26736
2020-029496177-001 |1 |OQM9564 |21681
2020-029496177-001 |2 |QMV4136 |26539
2020-029496177-001 |3 |PUE9541 |24233
2020-029496346-001 |1 |QMV1775 |28428
2020-029496493-001 |1 |PUE9291 |25701
2020-029496597-001 |1 |OQM9837 |21939
2020-029496606-001 |1 |QMV2188 |29382
2020-029496662-001 |1 |PUE9211 |25598
2020-029496662-001 |2 |OQM9854 |21847
2020-029496779-001 |1 |QMV1900 |28574
2020-029496779-001 |2 |QMV2128 |29021
2020-029496963-001 |1 |QMV1859 |28533
2020-029496963-001 |2 |OPQ9482 |20694
2020-029497312-001 |1 |QPO0378 |27705
2020-029497682-001 |1 |QMV1776 |28429
2020-029498029-001 |1 |QPB0791 |26839
2020-029498618-001 |1 |QMV1597 |28289
2020-029498709-001 |1 |PAF3614 |
2020-029498871-001 |1 |QMV2196 |29374
2020-029498975-001 |1 |QPG0251 |27411
2020-029499309-001 |1 |QPG0251 |27411
2020-029499428-001 |1 |QPG0251 |27411
2020-029500110-001 |1 |NXX1661 |19932
2020-029500110-001 |2 |QUT9447 |28997
2020-029500374-001 |1 |QPX9689 |28683
2020-029501052-001 |1 |QMV1404 |28086
2020-029501078-001 |1 |QUV7809 |29111
2020-029501093-001 |1 |OPQ8798 |20173
2020-029501171-001 |1 |PUE7202 |22805
2020-029501431-001 |1 |NXX1061 |19727
2020-029501457-001 |1 |QUR4332 |28868
2020-029501507-001 |1 |OQM9567 |21784
2020-029501682-001 |1 |OPQ8414 |21482
2020-029501849-001 |1 |QUR4275 |28835
2020-029501914-001 |1 |QUV7718 |29200
2020-029501927-001 |1 |QMV0355 |25934
2020-029502060-001 |1 |QMV1151 |27867
2020-029502267-001 |1 |NXX1063 |19723
2020-029502408-001 |1 |ORC8696 |22414
2020-029502436-001 |1 |QUT9501 |28978
2020-029502477-001 |1 |QOY7886 |26712
2020-029502605-001 |1 |QPB0866 |26860
2020-029502975-001 |1 |QOY7869 |26625
2020-029503519-001 |1 |QOY8340 |26664
2020-029503653-001 |1 |OQM9291 |21319
2020-029503681-001 |1 |PUE7866 |23004
2020-029504344-001 |1 |PUE7953 |23070
2020-029504855-001 |1 |QUY0694 |29243
2020-029505220-001 |1 |QMV1403 |28085
2020-029505364-001 |1 |PUE7750 |22849
2020-029505430-001 |1 |QOG0523 |26273
2020-029505455-001 |1 |QMV0334 |25927
2020-029505496-001 |1 |QPF8889 |27061
2020-029505940-001 |1 |QMV1480 |28270
2020-029506030-001 |1 |PUE9244 |25662
2020-029506133-001 |1 |QPF8952 |27052
2020-029506209-001 |1 |QPR4893 |27747
2020-029506371-001 |1 |QMV2217 |29410
2020-029506450-001 |1 |QUV9099 |29042
2020-029506631-001 |1 |QMV1507 |28253
2020-029506904-001 |1 |QPB0761 |26829
2020-029507216-001 |1 |QUY0499 |29424
2020-029507470-001 |1 |QPM8039 |27641
2020-029508070-001 |1 |QMV1871 |28545
2020-029508280-001 |1 |QMV1632 |28386
2020-029508368-001 |1 |QPD0481 |26989
2020-029508370-001 |1 |QMV1897 |28571
2020-029508734-001 |1 |QOY7995 |26736
2020-029509230-001 |1 |OWX6769 |24330
2020-029509243-001 |1 |QMV1776 |28429
2020-029509440-001 |1 |QMV0290 |25896
2020-029509713-001 |1 |HMH9479 |19398
2020-029509886-001 |1 |PUE9235 |25629
2020-029510131-001 |1 |PUE9234 |25636
2020-029510198-001 |1 |QPF9771 |27380
2020-029510354-001 |1 |QUT9447 |28997
2020-029510367-001 |1 |QPB0856 |26855
2020-029510705-001 |1 |QPO1827 |27684
2020-029510761-001 |1 |HDN6849 |19313
2020-029510824-001 |1 |PUE9219 |25648
2020-029510878-001 |1 |PUE9219 |25648
2020-029510902-001 |1 |QUZ2229 |29284
2020-029511123-001 |1 |QUZ5003 |29361
2020-029511296-001 |1 |HNH0588 |29456
2020-029511318-001 |1 |ORC8950 |
2020-029511318-001 |2 |QPH8826 |27483
2020-029512093-001 |1 |OQM8036 |20808
2020-029512416-001 |1 |HMH6852 |17030
2020-029512498-001 |1 |QUZ2334 |29298
2020-029512589-001 |1 |QUT9347 |28938
2020-029512983-001 |1 |QOY7864 |26626
2020-029513016-001 |1 |QOY8378 |26585
2020-029513098-001 |1 |QUV7718 |29200
2020-029513386-001 |1 |QMV2210 |29405
2020-029513451-001 |1 |HMH6852 |17030
2020-029513555-001 |1 |QPM7970 |27640
2020-029513633-001 |1 |QMV1268 |27898
2020-029513897-001 |1 |QOY7878 |26617
2020-029514092-001 |1 |QMV1158 |27860
2020-029514183-001 |1 |QMV0386 |25911
2020-029514218-001 |1 |QUT9501 |28978
2020-029514246-001 |1 |QXY4C04 |29624
2020-029514261-001 |1 |PUE8571 |24237
2020-029514274-001 |1 |OQM9999 |21908
2020-029514290-001 |1 |QMV1859 |28533
2020-029514340-001 |1 |OQM9346 |21285
2020-029514340-001 |2 |OQM9733 |21678
2020-029514731-001 |1 |HDN6581 |18247
2020-029514848-001 |1 |QMV0023 |25682
2020-029515043-001 |1 |OPQ9154 |20333
2020-029515056-001 |1 |QMV1776 |28429
2020-029515121-001 |1 |NXX1045 |19656
2020-029515240-001 |1 |QUV2962 |29159
2020-029515372-001 |1 |QMV1268 |27898
2020-029515422-001 |1 |HMH8138 |17314
2020-029515974-001 |1 |QMV1578 |28587
2020-029515990-001 |1 |QPR4880 |27783
2020-029516035-001 |1 |QUZ2334 |29298
2020-029516076-001 |1 |QPO0415 |27709
2020-029516430-001 |1 |QPU1348 |27833
2020-029516784-001 |1 |QUT9347 |28938
2020-029516819-001 |1 |OQM9084 |21399
2020-029516875-001 |1 |QPF9771 |27380
2020-029517014-001 |1 |QOY8368 |26581
2020-029517252-001 |1 |QPD0481 |26989
2020-029517462-001 |1 |QUR4283 |28909
2020-029517488-001 |1 |QPB0826 |26845
2020-029517657-001 |1 |HDN6849 |19313
2020-029518322-001 |1 |QPX9728 |28717
2020-029518755-001 |1 |QPU1311 |27826
2020-029519418-001 |1 |QPG0253 |27412
2020-029519433-001 |1 |OQM9867 |21944
2020-029519509-001 |1 |QUZ2459 |29262
2020-029519775-001 |1 |QOY7878 |26617
2020-029519840-001 |1 |QPB0856 |26855
2020-029520111-001 |1 |OQM8669 |20846
2020-029520124-001 |1 |QUV9272 |29101
2020-029520165-001 |1 |NXX1076 |19678
2020-029520178-001 |1 |NXX1689 |19973
2020-029520284-001 |1 |QOY8202 |26691
2020-029520347-001 |1 |QMV1464 |28230
2020-029520375-001 |1 |NXX1469 |19833
2020-029520494-001 |1 |NXX1685 |19979
2020-029520531-001 |1 |QMV1578 |28587
2020-029520585-001 |1 |QUZ2241 |29252
2020-029520598-001 |1 |QOY7886 |26712
2020-029520650-001 |1 |QOY7995 |26736
2020-029520663-001 |1 |QUZ2241 |29252
2020-029520700-001 |1 |NXX1614 |19946
2020-029520804-001 |1 |QMV1578 |28587
2020-029520860-001 |1 |QUT9347 |28938
2020-029520910-001 |1 |QXW0A51 |29608
2020-029520923-001 |1 |QPX9541 |28641
2020-029520964-001 |1 |QPB0793 |26840
2020-029521263-001 |1 |OQM9464 |21360
2020-029521276-001 |1 |OQM9390 |21342
2020-029521458-001 |1 |QOY8235 |26571
2020-029521551-001 |1 |QOY8235 |26571
2020-029521580-001 |1 |QUZ2219 |29254
2020-029521592-001 |1 |QUT7018 |28886
2020-029521627-001 |1 |QUT7018 |28886
2020-029521655-001 |1 |QUT7047 |28895
2020-029521696-001 |1 |QUZ2346 |29294
2020-029521759-001 |1 |HMH6462 |16940
2020-029521759-001 |2 |QMV1855 |28529
2020-029521969-001 |1 |QMV0119 |25788
2020-029522108-001 |1 |QMV0219 |25837
2020-029522177-001 |1 |QPB0711 |26814
2020-029522201-001 |1 |QPF8911 |27096
2020-029522242-001 |1 |QPF8950 |27051
2020-029522242-001 |2 |QPI2041 |27540
2020-029522675-001 |1 |QMV0024 |25692
2020-029522948-001 |1 |NXX1079 |19679
2020-029523024-001 |1 |QUY0627 |29334
2020-029523080-001 |1 |QPK2217 |27448
2020-029523234-001 |1 |QOY8387 |26587
2020-029523366-001 |1 |QPF8956 |27044
2020-029523403-001 |1 |QPF8952 |27052
2020-029523535-001 |1 |QMV0239 |25877
2020-029523548-001 |1 |QOY7756 |26700
2020-029523670-001 |1 |QMV1292 |28066
2020-029523745-001 |1 |QMV1292 |28066
2020-029523799-001 |1 |QMV0247 |25883
2020-029523808-001 |1 |PUE8397 |24030
2020-029523810-001 |1 |QPB0874 |26863
2020-029523877-001 |1 |QMV1870 |28544
2020-029523880-001 |1 |OPQ9809 |20734
2020-029524464-001 |1 |QOY7680 |26755
2020-029524480-001 |1 |QOY8372 |26582
2020-029524492-001 |1 |QPM7895 |27639
2020-029524555-001 |1 |QPB0903 |26877
2020-029524570-001 |1 |QPB0885 |26869
2020-029524674-001 |1 |QOY7886 |26712
2020-029524752-001 |1 |NXX1469 |19833
2020-029524793-001 |1 |QPM8031 |27655
2020-029524815-001 |1 |OPE0338 |20076
2020-029524815-001 |2 |QMV4315 |29531
2020-029524815-001 |3 |QMV4286 |29537
2020-029524815-001 |4 |QMV4312 |29562
2020-029524919-001 |1 |QPJ1122 |27589
2020-029524975-001 |1 |QPJ1122 |27589
2020-029524988-001 |1 |QMV1276 |27906
2020-029525010-001 |1 |QPJ1122 |27589
2020-029525051-001 |1 |QPJ1122 |27589
2020-029525261-001 |1 |PUE7872 |23034
2020-029525274-001 |1 |PUE7872 |23034
2020-029525290-001 |1 |PUE7872 |23034
2020-029525430-001 |1 |PUE9246 |25670
2020-029525653-001 |1 |QPF8721 |27025
2020-029525954-001 |1 |QMV0501 |26256
2020-029526015-001 |1 |QPX9689 |28683
2020-029526030-001 |1 |QMV2042 |02042
2020-029526069-001 |1 |PUE8831 |08831
2020-029526097-001 |1 |PUE8838 |08838
2020-029526175-001 |1 |QMV0501 |26256
2020-029526266-001 |1 |QMV0060 |25776
2020-029526357-001 |1 |NXX1689 |19973
2020-029526617-001 |1 |QPB0678 |26790
2020-029526632-001 |1 |QPB6171 |26988
2020-029526961-001 |1 |OPQ9078 |20358
2020-029526990-001 |1 |HMH7999 |01004
2020-029527167-001 |1 |PWN6572 |22959
2020-029527195-001 |1 |OPQ9967 |20806
2020-029527260-001 |1 |PUE8362 |00067
2020-029527414-001 |1 |QOY7824 |26743
2020-029527470-001 |1 |QNW7414 |26973
2020-029527505-001 |1 |QOY8252 |26681
2020-029527518-001 |1 |QMV1319 |28125
2020-029527559-001 |1 |QOY8252 |26681
2020-029527743-001 |1 |QPJ1110 |27580
2020-029527756-001 |1 |QOY7870 |26753
2020-029527888-001 |1 |QOY8077 |26614
2020-029527938-001 |1 |QUZ2191 |29323
2020-029527953-001 |1 |QOY7870 |26753
2020-029527994-001 |1 |QMV1319 |28125
2020-029528240-001 |1 |QMV1187 |27988
