NUM_ATIVIDADE|NUM_SEQ_RECURSO|NUM_PLACA|NUM_PREFIXO
2020-012709338-001 |1 |QPB0876 |26864
2020-012715573-001 |1 |QUV7682 |29193
2020-012715586-001 |1 |QUV7682 |29193
2020-012715608-001 |1 |QUV7682 |29193
2020-012804372-001 |1 |PUE9035 |25350
2020-012887103-001 |1 |PUE9596 |25259
2020-013016934-001 |1 |PUE9034 |25343
2020-013180236-001 |1 |QMV0675 |26451
2020-013209556-001 |1 |QUV7682 |29193
2020-013249649-001 |1 |QPB0787 |26837
2020-013504383-001 |1 |PUE9035 |25350
2020-013650050-001 |1 |QMV2333 |29437
2020-013661911-001 |1 |QPO0377 |27706
2020-013668547-001 |1 |NXX1014 |19643
2020-013843299-001 |1 |HMG8281 |00008
2020-013884780-001 |1 |PUE9035 |25350
2020-013951790-001 |1 |HNH0088 |17816
2020-014067294-001 |1 |QMV2333 |29437
2020-014093931-001 |1 |QPF8958 |27063
2020-014120936-001 |1 |HMH0175 |00175
2020-014273147-001 |1 |NXX1104 |19673
2020-014323594-001 |1 |QPO0420 |27677
2020-014376316-001 |1 |PUE9035 |25350
2020-014454052-001 |1 |QUV9272 |29101
2020-014498011-001 |1 |QUS2202 |28877
2020-014505190-001 |1 |QUS2202 |28877
2020-014552231-001 |1 |QMV2333 |29437
2020-014576585-001 |1 |OPE0408 |20147
2020-014613297-001 |1 |PUE9210 |25595
2020-014644532-001 |1 |QUV9122 |29092
2020-014709962-001 |1 |QWR8385 |29421
2020-014731988-001 |1 |QPH8984 |27533
2020-014797661-001 |1 |PUE9035 |25350
2020-014825238-001 |1 |QMV2333 |29437
2020-014854619-001 |1 |QOY8311 |26637
2020-014997859-001 |1 |PUE9035 |25350
2020-015140975-001 |1 |PUE9035 |25350
2020-015251276-001 |1 |QPJ1156 |27600
2020-015255036-001 |1 |QPJ1156 |27600
2020-015312639-001 |1 |OPQ8123 |20496
2020-015368480-001 |1 |OPQ9081 |20355
2020-015430771-001 |1 |QMV0048 |25717
2020-015442839-001 |1 |PUE9858 |26320
2020-015442839-001 |2 |QMV0635 |26282
2020-015539387-001 |1 |PUE9035 |25350
2020-015601428-001 |1 |QPX9642 |28664
2020-015674276-001 |1 |QPB0869 |26861
2020-015801327-001 |1 |QPJ1148 |27588
2020-015839072-001 |1 |PUE9035 |25350
2020-015888285-001 |1 |OPQ9809 |20734
2020-015900084-001 |1 |QOY8410 |26657
2020-015948370-001 |1 |QPJ1148 |27588
2020-015977002-001 |1 |QPB0869 |26861
2020-016013237-001 |1 |ORC8542 |22371
2020-016019704-001 |1 |QPB0869 |26861
2020-016082936-001 |1 |NXX1544 |19909
2020-016101555-001 |1 |QPB0711 |26814
2020-016105882-001 |1 |QPJ1148 |27588
2020-016119109-001 |1 |QMV2230 |02230
2020-016138839-001 |1 |QMV1317 |28127
2020-016191331-001 |1 |QUV9122 |29092
2020-016191372-001 |1 |QUV9122 |29092
2020-016231034-001 |1 |ORC8343 |22153
2020-016309855-001 |1 |PUE9035 |25350
2020-016418116-001 |1 |QUV9122 |29092
2020-016424728-001 |1 |QUV9122 |29092
2020-016444967-001 |1 |PUE9035 |25350
2020-016453219-001 |1 |QOY8210 |26566
2020-016548097-001 |1 |QUV9122 |29092
2020-016548106-001 |1 |QUV9122 |29092
2020-016687400-001 |1 |QPF8851 |27062
2020-016733979-001 |1 |QWR8385 |29421
2020-016734920-001 |1 |QWR8385 |29421
2020-016759860-001 |1 |HNH1995 |19419
2020-016761242-001 |1 |HNH1995 |19419
2020-016761440-001 |1 |HNH1995 |19419
2020-016767356-001 |1 |PUE9035 |25350
2020-016861615-001 |1 |OPQ9493 |20696
2020-016908310-001 |1 |QPH8785 |27476
2020-017038331-001 |1 |QPH9146 |27537
2020-017077103-001 |1 |ORC8431 |21990
2020-017200660-001 |1 |QUV9122 |29092
2020-017200777-001 |1 |QUV9122 |29092
2020-017218502-001 |1 |QPF9781 |27386
2020-017333156-001 |1 |QMV0053 |25751
2020-017347476-001 |1 |QPM7974 |27632
2020-017352691-001 |1 |QUV9122 |29092
2020-017352886-001 |1 |QUV9122 |29092
2020-017361495-001 |1 |QOY8277 |26640
2020-017374648-001 |1 |QOY7863 |26708
2020-017492778-001 |1 |QPP9212 |27757
2020-017548630-001 |1 |QUQ9282 |28827
2020-017564121-001 |1 |QUZ2486 |29251
2020-017620460-001 |1 |QPF8851 |27062
2020-017637610-001 |1 |QMV1317 |28127
2020-017690611-001 |1 |QUV9122 |29092
2020-017690640-001 |1 |QUV9122 |29092
2020-017690756-001 |1 |QUV9122 |29092
2020-017729924-001 |1 |OQM8531 |20815
2020-017771204-001 |1 |QMV2333 |29437
2020-017810125-001 |1 |QOY8410 |26657
2020-017923710-001 |1 |QMV4308 |29558
2020-017923710-001 |2 |PUE9752 |25460
2020-017956406-001 |1 |QUV9122 |29092
2020-017956462-001 |1 |QUV9122 |29092
2020-018104722-001 |1 |PUE8817 |24687
2020-018131831-001 |1 |QUV9122 |29092
2020-018131976-001 |1 |QUV9122 |29092
2020-018144029-001 |1 |QMV2333 |29437
2020-018166200-001 |1 |QUR4275 |28835
2020-018192369-001 |1 |QMV2204 |29373
2020-018283401-001 |1 |QOY7862 |26627
2020-018388391-001 |1 |HMH4393 |15647
2020-018446986-001 |1 |QMV2191 |29379
2020-018476430-001 |1 |QOY7862 |26627
2020-018578408-001 |1 |PUE8872 |08872
2020-018622228-001 |1 |QPJ1132 |27576
2020-018897576-001 |1 |QPR4847 |27781
2020-018938336-001 |1 |QOY7862 |26627
2020-018949769-001 |1 |QOY7862 |26627
2020-019015708-001 |1 |NXX1457 |19827
2020-019036428-001 |1 |QPR0030 |27775
2020-019040244-001 |1 |PUE9596 |25259
2020-019042503-001 |1 |QMV0726 |26899
2020-019062100-001 |1 |QPO0383 |27692
2020-019075412-001 |1 |QOY7884 |26782
2020-019077502-001 |1 |QOY7884 |26782
2020-019099073-001 |1 |QUV7748 |29153
2020-019178193-001 |1 |QOY7995 |26736
2020-019192745-001 |1 |QMV1938 |28500
2020-019195331-001 |1 |QUT6889 |28907
2020-019238341-001 |1 |QUV9122 |29092
2020-019269459-001 |1 |QOY7958 |26734
2020-019276225-001 |1 |QOY7862 |26627
2020-019288590-001 |1 |QOY7862 |26627
2020-019288640-001 |1 |QOY7862 |26627
2020-019306396-001 |1 |QPF8745 |27020
2020-019308997-001 |1 |OLW8026 |19912
2020-019330248-001 |1 |QOY8404 |26761
2020-019331738-001 |1 |QMV1464 |28230
2020-019334562-001 |1 |OLW8026 |19912
2020-019350615-001 |1 |PUE9237 |25649
2020-019356274-001 |1 |PUE9162 |25522
2020-019364359-001 |1 |QMV2073 |28779
2020-019389982-001 |1 |NXX1658 |19964
2020-019426612-001 |1 |QPA0111 |26772
2020-019445976-001 |1 |QUY0550 |29451
2020-019458988-001 |1 |QPJ1132 |27576
2020-019549184-001 |1 |QUV7748 |29153
2020-019595848-001 |1 |QUS2213 |28880
2020-019630996-001 |1 |QOY7649 |26756
2020-019640910-001 |1 |QOY8412 |26658
2020-019641024-001 |1 |QOY8412 |26658
2020-019641745-001 |1 |QPG0227 |27107
2020-019650761-001 |1 |PUE8730 |
2020-019650865-001 |1 |PUE8730 |
2020-019651270-001 |1 |QUV9122 |29092
2020-019658090-001 |1 |QMV1938 |28500
2020-019664480-001 |1 |QUQ9188 |28806
2020-019665428-001 |1 |PUE8730 |
2020-019752713-001 |1 |QPB0763 |26830
2020-019752886-001 |1 |QPB0763 |26830
2020-019773879-001 |1 |QUZ2358 |29302
2020-019774804-001 |1 |QOY7862 |26627
2020-019781430-001 |1 |QUZ2358 |29302
2020-019789107-001 |1 |QOY7862 |26627
2020-019814823-001 |1 |QOY8410 |26657
2020-019920200-001 |1 |QOY7862 |26627
2020-019961760-001 |1 |QMV1330 |28128
2020-019976834-001 |1 |QMV1556 |28284
2020-020007892-001 |1 |PUE8988 |25280
2020-020017844-001 |1 |QPF9711 |27352
2020-020106825-001 |1 |QMV2333 |29437
2020-020230112-001 |1 |OPQ8841 |20275
2020-020253000-001 |1 |PUE8973 |25231
2020-020253104-001 |1 |QMV0051 |25724
2020-020258072-001 |1 |QUV7748 |29153
2020-020378825-001 |1 |OPQ8841 |20275
2020-020435265-001 |1 |OPQ8841 |20275
2020-020456204-001 |1 |QPH8963 |27527
2020-020473910-001 |1 |PUE8059 |01346
2020-020623696-001 |1 |QPF9671 |27026
2020-020644388-001 |1 |QPH8929 |27510
2020-020664692-001 |1 |QPH8981 |27532
2020-020674525-001 |1 |QPH8981 |27532
2020-020708380-001 |1 |QUV7748 |29153
2020-020715012-001 |1 |QPF8435 |27073
2020-020813430-001 |1 |QUV7748 |29153
2020-020848859-001 |1 |QUV7748 |29153
2020-020870545-001 |1 |QUV7748 |29153
2020-020871327-001 |1 |PUE9689 |25319
2020-020871327-001 |2 |PUE9687 |25318
2020-020872650-001 |1 |QUV9122 |29092
2020-020877168-001 |1 |PUE9689 |25319
2020-020877168-001 |2 |PUE9687 |25318
2020-020886275-001 |1 |QUV9122 |29092
2020-020925130-001 |1 |QUV7748 |29153
2020-020937028-001 |1 |QPO0380 |27693
2020-020966528-001 |1 |QPB0898 |26874
2020-020994895-001 |1 |QPP9463 |27742
2020-020994895-001 |2 |QPP9543 |27736
2020-021014497-001 |1 |QUV9122 |29092
2020-021044045-001 |1 |QUV9122 |29092
2020-021054902-001 |1 |QUV7748 |29153
2020-021065683-001 |1 |QUV7748 |29153
2020-021108730-001 |1 |QUV7748 |29153
2020-021117290-001 |1 |QMV2333 |29437
2020-021119609-001 |1 |QPH8963 |27527
2020-021138780-001 |1 |QOY8205 |26644
2020-021139588-001 |1 |PXG5872 |05872
2020-021149451-001 |1 |QPH8963 |27527
2020-021155104-001 |1 |PUE9300 |25706
2020-021161638-001 |1 |QPH8963 |27527
2020-021213820-001 |1 |QPP9151 |27751
2020-021299702-001 |1 |QOY7655 |26759
2020-021302162-001 |1 |QPF8603 |26998
2020-021302855-001 |1 |QPB0854 |26853
2020-021305680-001 |1 |QUV9122 |29092
2020-021306095-001 |1 |PXG5872 |05872
2020-021312365-001 |1 |QPF8603 |26998
2020-021331662-001 |1 |QOY7655 |26759
2020-021332548-001 |1 |QPP9543 |27736
2020-021339249-001 |1 |PUE8674 |24318
2020-021380496-001 |1 |QPH8806 |27480
2020-021411510-001 |1 |QPH8929 |27510
2020-021417640-001 |1 |QMV1148 |27870
2020-021478725-001 |1 |QOY8277 |26640
2020-021488592-001 |1 |QWR8385 |29421
2020-021497487-001 |1 |QUV7748 |29153
2020-021549130-001 |1 |QUV7748 |29153
2020-021625138-001 |1 |QPF9701 |27060
2020-021663589-001 |1 |QPG0235 |27400
2020-021672549-001 |1 |QPP9463 |27742
2020-021672549-001 |2 |QPP9543 |27736
2020-021676114-001 |1 |QOY8277 |26640
2020-021740894-001 |1 |QPK6851 |27626
2020-021748847-001 |1 |QPX9744 |28731
2020-021758959-001 |1 |QPG0232 |27397
2020-021774152-001 |1 |QMV4278 |29527
2020-021774152-001 |2 |QMV4277 |29526
2020-021774388-001 |1 |QMV4278 |29527
2020-021774388-001 |2 |QMV4277 |29526
2020-021793660-001 |1 |NXX1661 |19932
2020-021799040-001 |1 |QPM8024 |27637
2020-021808211-001 |1 |QPX9744 |28731
2020-021838653-001 |1 |QOY8277 |26640
2020-021852055-001 |1 |QMV1556 |28284
2020-021853426-001 |1 |QWR8385 |29421
2020-021861331-001 |1 |QPG0235 |27400
2020-021885384-001 |1 |PUE7870 |23051
2020-021902459-001 |1 |HMH7494 |17614
2020-021906460-001 |1 |QPG0232 |27397
2020-021957775-001 |1 |QPF9711 |27352
2020-021968552-001 |1 |QMV2190 |29377
2020-021968671-001 |1 |QMV2190 |29377
2020-021970395-001 |1 |QMV2190 |29377
2020-022052982-001 |1 |QWR8385 |29421
2020-022089993-001 |1 |OQM9326 |21437
2020-022126952-001 |1 |QOY8250 |26696
2020-022126952-001 |2 |NXX0918 |19615
2020-022194033-001 |1 |QPB0678 |26790
2020-022215422-001 |1 |PUE8032 |01333
2020-022244556-001 |1 |HMH6426 |17026
2020-022245221-001 |1 |PUE8032 |01333
2020-022257856-001 |1 |QPP9268 |27764
2020-022278930-001 |1 |PVP9395 |22938
2020-022298811-001 |1 |PVP9395 |22938
2020-022356466-001 |1 |QPH8806 |27480
2020-022417268-001 |1 |QPH8806 |27480
2020-022441778-001 |1 |QMV2093 |29117
2020-022441962-001 |1 |QMV2093 |29117
2020-022442183-001 |1 |QMV2093 |29117
2020-022442352-001 |1 |QMV2093 |29117
2020-022446805-001 |1 |QMV0309 |00309
2020-022447630-001 |1 |PUE8745 |24398
2020-022449670-001 |1 |PUE9603 |25253
2020-022449670-001 |2 |QMV4277 |29526
2020-022453311-001 |1 |QOY7888 |26612
2020-022454491-001 |1 |QOY7888 |26612
2020-022454855-001 |1 |QMV2361 |02361
2020-022464760-001 |1 |QMV2361 |02361
2020-022465513-001 |1 |PUE9687 |25318
2020-022465513-001 |2 |PUE9689 |25319
2020-022465660-001 |1 |PUE9687 |25318
2020-022465660-001 |2 |PUE9689 |25319
2020-022470243-001 |1 |HMH9486 |19518
2020-022474107-001 |1 |QPA0108 |26774
2020-022484065-001 |1 |QPA0108 |26774
2020-022484394-001 |1 |QMV2074 |28777
2020-022551980-001 |1 |ORC9808 |22688
2020-022551980-001 |2 |OPQ8140 |20490
2020-022556562-001 |1 |QOY8250 |26696
2020-022556562-001 |2 |NXX0918 |19615
2020-022610202-001 |1 |ORC8381 |22201
2020-022610347-001 |1 |PUE8998 |25292
2020-022633276-001 |1 |OPQ8206 |20572
2020-022633276-001 |2 |QMV0674 |26448
2020-022633276-001 |3 |QMV4052 |26432
2020-022633404-001 |1 |OPQ8206 |20572
2020-022633404-001 |2 |QMV0674 |26448
2020-022633404-001 |3 |QMV4052 |26432
2020-022639299-001 |1 |PXG5871 |05871
2020-022696179-001 |1 |QUV7747 |29109
2020-022706709-001 |1 |PUE8344 |00144
2020-022716880-001 |1 |PUE9300 |25706
2020-022762716-001 |1 |QMV4307 |29557
2020-022762716-001 |2 |PUE9739 |25468
2020-022779767-001 |1 |PUE9300 |25706
2020-022785814-001 |1 |OLW8026 |19912
2020-022798490-001 |1 |QPB0693 |26796
2020-022833736-001 |1 |QMV1899 |28573
2020-022836400-001 |1 |QPB0719 |26815
2020-022849481-001 |1 |QOY7870 |26753
2020-022856680-001 |1 |QMV4307 |29557
2020-022856680-001 |2 |PUE9739 |25468
2020-022856912-001 |1 |QMV2074 |28777
2020-022902130-001 |1 |OQM9324 |21432
2020-022905209-001 |1 |OQM9579 |21655
2020-022917348-001 |1 |QMV0118 |25787
2020-022953040-001 |1 |HMH8170 |17328
2020-023060789-001 |1 |QPF8904 |27007
2020-023060791-001 |1 |QPF8904 |27007
2020-023060986-001 |1 |QPF8904 |27007
2020-023061006-001 |1 |QPF8904 |27007
2020-023075012-001 |1 |QMV2183 |29375
2020-023078191-001 |1 |OQM9324 |21432
2020-023144689-001 |1 |OQM9633 |21837
2020-023191169-001 |1 |QPP9268 |27764
2020-023207226-001 |1 |OPQ8207 |20567
2020-023207226-001 |2 |QMV0674 |26448
2020-023207226-001 |3 |QMV4052 |26432
2020-023207449-001 |1 |OPQ8207 |20567
2020-023207449-001 |2 |QMV0674 |26448
2020-023207449-001 |3 |QMV4052 |26432
2020-023208155-001 |1 |OPQ9517 |20688
2020-023216528-001 |1 |QMV0627 |26281
2020-023241415-001 |1 |QPI4465 |27561
2020-023269544-001 |1 |QOY8258 |26641
2020-023277240-001 |1 |QPH8806 |27480
2020-023310060-001 |1 |QMV4307 |29557
2020-023310060-001 |2 |QMV1897 |28571
2020-023310060-001 |3 |QMV2074 |28777
2020-023311402-001 |1 |QPH8806 |27480
2020-023318012-001 |1 |QMV0247 |25883
2020-023321163-001 |1 |PUE9596 |25259
2020-023322274-001 |1 |QPF9743 |27361
2020-023328271-001 |1 |QPA0108 |26774
2020-023356450-001 |1 |QMV1627 |28356
2020-023363333-001 |1 |QMV4307 |29557
2020-023363333-001 |2 |PUE9738 |25467
2020-023372607-001 |1 |QMV4307 |29557
2020-023372607-001 |2 |OPQ8205 |20571
2020-023372607-001 |3 |QMV2074 |28777
2020-023380631-001 |1 |QMV2074 |28777
2020-023381861-001 |1 |QMV2074 |28777
2020-023381861-001 |2 |QMV4307 |29557
2020-023381861-001 |3 |PUE9738 |25467
2020-023391685-001 |1 |PUE9687 |25318
2020-023391685-001 |2 |PUE9689 |25319
2020-023409494-001 |1 |QPP9212 |27757
2020-023412052-001 |1 |QPH8971 |27529
2020-023415617-001 |1 |QPB0765 |26831
2020-023423379-001 |1 |QPH8806 |27480
2020-023427561-001 |1 |QPH8971 |27529
2020-023451623-001 |1 |QMV4307 |29557
2020-023451623-001 |2 |QMV2074 |28777
2020-023456093-001 |1 |QPB0693 |26796
2020-023461800-001 |1 |OQM9111 |21248
2020-023468828-001 |1 |QPH8806 |27480
2020-023470686-001 |1 |QOY7654 |26758
2020-023477123-001 |1 |QPA0108 |26774
2020-023496879-001 |1 |QUS2202 |28877
2020-023503411-001 |1 |QMV2074 |28777
2020-023503411-001 |2 |QMV4307 |29557
2020-023503411-001 |3 |PUE9739 |25468
2020-023513508-001 |1 |QMV4307 |29557
2020-023513508-001 |2 |QMV2074 |28777
2020-023513508-001 |3 |PUE9739 |25468
2020-023520369-001 |1 |QMV2074 |28777
2020-023529015-001 |1 |QPG0239 |27403
2020-023531945-001 |1 |QMV4307 |29557
2020-023531945-001 |2 |QMV2074 |28777
2020-023531945-001 |3 |PUE9739 |25468
2020-023556713-001 |1 |QPJ1117 |27582
2020-023574940-001 |1 |OQM9579 |21655
2020-023606177-001 |1 |OQM9324 |21432
2020-023640457-001 |1 |OPQ9077 |20356
2020-023666665-001 |1 |QPM7970 |27640
2020-023694149-001 |1 |QPF8962 |27054
2020-023697114-001 |1 |QPF8962 |27054
2020-023711163-001 |1 |PUE9633 |25320
2020-023711163-001 |2 |PUE9656 |25368
2020-023719404-001 |1 |QUZ5031 |29356
2020-023719404-001 |2 |QMV1112 |28133
2020-023719840-001 |1 |OPQ9180 |20466
2020-023721169-001 |1 |QPX9689 |28683
2020-023728812-001 |1 |QPF8654 |27067
2020-023735043-001 |1 |QOY8236 |26623
2020-023741263-001 |1 |QOY8236 |26623
2020-023743639-001 |1 |QPB0890 |26872
2020-023743808-001 |1 |PUE9840 |26062
